,,,,,,,,,（人）,,,（人）,,,（人）,,,（人）,,（人）,,,（人）,,（人）,,（人）,,（人）,,（人）,,（人）,,,（人）,,,（人）,,（人）,,（人）,,,（人）,,（人）,,（人）,,（人）,,（人）,,（人）,,,
,,,,,,,,,計,男,女,計,男,女,計,男,女,男,女,計,男,女,男,女,男,女,男,女,男,女,男,女,男,女,（人）,計,男,女,男,女,男,女,計,男,女,男,女,男,女,男,女,男,女,男,女,男,女,（人）,
00200,            ,            ,  ,,210,,6098,中古品小売業(骨とう品を除く),"22,409","11,679","10,730","21,298","11,129","10,169","18,104","9,455","8,649",664,327,"17,113","8,791","8,322","3,738","1,082","5,053","7,240",321,393,15,6,154,68,10,12,"8,351","3,194","1,674","1,520","1,069",510,98,293,"1,224",507,717,274,282,233,435,80,94,4,1,2,-,2,1,571,
00200,            ,            ,  ,,211,,6099,他に分類されないその他の小売業,"175,610","76,131","99,479","162,999","72,320","90,679","135,274","57,794","77,480","9,205","4,448","121,621","48,589","73,032","29,186","17,373","19,403","55,659","2,392","7,407",190,123,422,685,254,224,"53,924","27,725","14,526","13,199","9,105","3,101","1,083","3,678","10,758","4,338","6,420","2,950","3,443","1,388","2,977",935,608,29,15,17,10,10,4,"3,461",
00200,            ,            ,  ,,212,,61,無店舗小売業,"268,098","150,161","117,937","256,224","144,453","111,771","236,911","135,021","101,890","15,497","7,222","214,192","119,524","94,668","99,811","38,370","19,713","56,298","3,360","4,063","1,115",941,"2,493","1,069",534,"1,364","53,516","19,313","9,432","9,881","6,712","3,342",644,"2,224","6,391","2,076","4,315","1,221","1,885",855,"2,430",442,614,21,15,10,3,5,9,"2,413",
00200,            ,            ,  ,,213,,611,通信販売・訪問販売小売業,"183,922","97,169","86,753","176,632","94,287","82,345","164,468","88,672","75,796","10,900","5,392","148,176","77,772","70,404","65,972","29,919","11,800","40,485","1,433","3,080",890,712,"1,766",481,376,"1,107","37,332","12,164","5,615","6,549","4,238","2,211",355,"1,330","4,030","1,022","3,008",636,"1,288",386,"1,720",198,451,8,7,3,-,4,8,"1,582",
00200,            ,            ,  ,,214,,6111,無店舗小売業(各種商品小売),"2,721","1,544","1,177","2,547","1,513","1,034","2,538","1,508","1,030",69,21,"2,448","1,439","1,009","1,329",490,110,519,7,18,80,23,50,13,54,133,519,9,5,4,4,1,1,2,1,-,1,-,-,-,1,-,2,-,-,-,-,-,-,1,
00200,            ,            ,  ,,215,,6112,無店舗小売業(織物・衣服・身の回り品小売),"19,474","8,114","11,360","18,896","8,002","10,894","17,520","7,325","10,195","1,263",564,"15,693","6,062","9,631","5,211","4,325",851,"5,306",108,287,234,217,147,85,80,262,"4,995","1,376",677,699,565,250,40,216,305,72,233,48,115,24,118,8,49,-,-,1,-,2,-,129,
00200,            ,            ,  ,,216,,6113,無店舗小売業(飲食料品小売),"58,582","23,758","34,824","56,389","23,165","33,224","52,980","21,835","31,145","1,818","2,043","49,119","20,017","29,102","14,663","9,425","5,354","19,677",402,"1,342",169,147,210,145,106,179,"16,486","3,409","1,330","2,079",971,"1,053",112,431,842,247,595,119,247,128,348,44,80,1,-,1,-,-,1,356,
00200,            ,            ,  ,,217,,6114,無店舗小売業(機械器具小売),"34,159","25,072","9,087","32,859","23,902","8,957","31,132","22,690","8,442","2,824",820,"27,488","19,866","7,622","18,259","4,512","1,607","3,110",221,185,117,226,946,46,49,98,"3,701","1,727","1,212",515,972,21,55,262,417,185,232,117,159,68,73,72,28,3,1,-,-,2,-,132,
00200,            ,            ,  ,,218,,6119,無店舗小売業(その他の小売),"68,986","38,681","30,305","65,941","37,705","28,236","60,298","35,314","24,984","4,926","1,944","53,428","30,388","23,040","26,510","11,167","3,878","11,873",695,"1,248",290,99,413,192,87,435,"11,631","5,643","2,391","3,252","1,726",886,147,419,"2,465",518,"1,947",352,767,166,"1,180",74,292,4,6,1,-,-,7,964,
00200,            ,            ,  ,,219,,612,自動販売機による小売業,"23,620","19,515","4,105","22,858","18,833","4,025","20,717","17,855","2,862",554,240,"19,923","17,301","2,622","15,021",994,"2,280","1,628",356,115,33,78,271,12,77,12,"3,346","2,141",978,"1,163",767,728,132,328,186,79,107,47,56,32,51,15,19,5,-,1,-,-,-,66,
00200,            ,            ,  ,,220,,619,その他の無店舗小売業,"60,556","33,477","27,079","56,734","31,333","25,401","51,726","28,494","23,232","4,043","1,590","46,093","24,451","21,642","18,818","7,457","5,633","14,185","1,571",868,192,151,456,576,81,245,"12,838","5,008","2,839","2,169","1,707",403,157,566,"2,175",975,"1,200",538,541,437,659,229,144,8,8,6,3,1,1,765,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,注1）,「従業者」とは「個人事業主」、「無給家族従業者」、「有給役員」、「常用雇用者」の計をいい、「従業者」に「臨時雇用者」と「他からの出向・派遣従業者」を合わせ「従業者・臨時雇用者のうち他への出向・派遣従業者」を除いたものを「就業者」とする。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,注2）,「法人」には「外国の会社」を含める。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,注3）,「個人」には「法人でない団体」を含める。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
